Reach,River Sta,Profile,Q Total (cfs),W.S. Elev (ft)
KC WFK M - Junct,2275.14,100 Yr 24 Hr,282.4,901.33
KC WFK M - Junct,2275.14,200 Yr 24 Hr,356.5,901.61
KC WFK M - Junct,2275.14,500 Yr 24 Hr,464.4,901.97
KC WFK M - Junct,2183.95*,2 Yr 24 Hr,40.1,897.55
KC WFK M - Junct,2183.95*,5 Yr 24 Hr,70.2,897.86
KC WFK M - Junct,2183.95*,10 Yr 24 Hr,104.1,898.13
KC WFK M - Junct,2183.95*,25 Yr 24 Hr,162.8,898.5
KC WFK M - Junct,2183.95*,50 Yr 24 Hr,216.5,898.78
KC WFK M - Junct,2183.95*,100 Yr 24 Hr,282.4,899.07
KC WFK M - Junct,2183.95*,200 Yr 24 Hr,356.5,899.36
KC WFK M - Junct,2183.95*,500 Yr 24 Hr,464.4,899.72
KC WFK M - Junct,2092.76*,2 Yr 24 Hr,40.1,895.28
KC WFK M - Junct,2092.76*,5 Yr 24 Hr,70.2,895.6
KC WFK M - Junct,2092.76*,10 Yr 24 Hr,104.1,895.86
KC WFK M - Junct,2092.76*,25 Yr 24 Hr,162.8,896.23
KC WFK M - Junct,2092.76*,50 Yr 24 Hr,216.5,896.51
KC WFK M - Junct,2092.76*,100 Yr 24 Hr,282.4,896.79
KC WFK M - Junct,2092.76*,200 Yr 24 Hr,356.5,897.08
KC WFK M - Junct,2092.76*,500 Yr 24 Hr,464.4,897.45
KC WFK M - Junct,2001.58*,2 Yr 24 Hr,40.1,893.05
KC WFK M - Junct,2001.58*,5 Yr 24 Hr,70.2,893.37
KC WFK M - Junct,2001.58*,10 Yr 24 Hr,104.1,893.63
KC WFK M - Junct,2001.58*,25 Yr 24 Hr,162.8,894
KC WFK M - Junct,2001.58*,50 Yr 24 Hr,216.5,894.27
KC WFK M - Junct,2001.58*,100 Yr 24 Hr,282.4,894.56
KC WFK M - Junct,2001.58*,200 Yr 24 Hr,356.5,894.84
KC WFK M - Junct,2001.58*,500 Yr 24 Hr,464.4,895.2
KC WFK M - Junct,1910.39*,2 Yr 24 Hr,40.1,890.76
KC WFK M - Junct,1910.39*,5 Yr 24 Hr,70.2,891.07
KC WFK M - Junct,1910.39*,10 Yr 24 Hr,104.1,891.33
KC WFK M - Junct,1910.39*,25 Yr 24 Hr,162.8,891.68
KC WFK M - Junct,1910.39*,50 Yr 24 Hr,216.5,891.96
KC WFK M - Junct,1910.39*,100 Yr 24 Hr,282.4,892.24
KC WFK M - Junct,1910.39*,200 Yr 24 Hr,356.5,892.52
KC WFK M - Junct,1910.39*,500 Yr 24 Hr,464.4,892.86
KC WFK M - Junct,1819.2,2 Yr 24 Hr,40.1,888.56
KC WFK M - Junct,1819.2,5 Yr 24 Hr,70.2,888.88
KC WFK M - Junct,1819.2,10 Yr 24 Hr,104.1,889.15
KC WFK M - Junct,1819.2,25 Yr 24 Hr,162.8,889.53
KC WFK M - Junct,1819.2,50 Yr 24 Hr,216.5,889.82
KC WFK M - Junct,1819.2,100 Yr 24 Hr,282.4,890.12
KC WFK M - Junct,1819.2,200 Yr 24 Hr,356.5,890.41
KC WFK M - Junct,1819.2,500 Yr 24 Hr,464.4,890.78
KC WFK M - Junct,1735.18*,2 Yr 24 Hr,40.1,886.75
KC WFK M - Junct,1735.18*,5 Yr 24 Hr,70.2,887.09
KC WFK M - Junct,1735.18*,10 Yr 24 Hr,104.1,887.36
KC WFK M - Junct,1735.18*,25 Yr 24 Hr,162.8,887.75
KC WFK M - Junct,1735.18*,50 Yr 24 Hr,216.5,888.04
KC WFK M - Junct,1735.18*,100 Yr 24 Hr,282.4,888.36
KC WFK M - Junct,1735.18*,200 Yr 24 Hr,356.5,888.66
KC WFK M - Junct,1735.18*,500 Yr 24 Hr,464.4,889.04
KC WFK M - Junct,1651.15*,2 Yr 24 Hr,40.1,884.87
KC WFK M - Junct,1651.15*,5 Yr 24 Hr,70.2,885.23
KC WFK M - Junct,1651.15*,10 Yr 24 Hr,104.1,885.53
KC WFK M - Junct,1651.15*,25 Yr 24 Hr,162.8,885.95
KC WFK M - Junct,1651.15*,50 Yr 24 Hr,216.5,886.26
KC WFK M - Junct,1651.15*,100 Yr 24 Hr,282.4,886.58
KC WFK M - Junct,1651.15*,200 Yr 24 Hr,356.5,886.9
KC WFK M - Junct,1651.15*,500 Yr 24 Hr,464.4,887.3
KC WFK M - Junct,1567.13*,2 Yr 24 Hr,40.1,883.14
KC WFK M - Junct,1567.13*,5 Yr 24 Hr,70.2,883.52
KC WFK M - Junct,1567.13*,10 Yr 24 Hr,104.1,883.8
KC WFK M - Junct,1567.13*,25 Yr 24 Hr,162.8,884.2
KC WFK M - Junct,1567.13*,50 Yr 24 Hr,216.5,884.51
KC WFK M - Junct,1567.13*,100 Yr 24 Hr,282.4,884.84
KC WFK M - Junct,1567.13*,200 Yr 24 Hr,356.5,885.16
KC WFK M - Junct,1567.13*,500 Yr 24 Hr,464.4,885.55
KC WFK M - Junct,1483.10*,2 Yr 24 Hr,40.1,881.1
KC WFK M - Junct,1483.10*,5 Yr 24 Hr,70.2,881.52
KC WFK M - Junct,1483.10*,10 Yr 24 Hr,104.1,881.85
KC WFK M - Junct,1483.10*,25 Yr 24 Hr,162.8,882.31
KC WFK M - Junct,1483.10*,50 Yr 24 Hr,216.5,882.66
KC WFK M - Junct,1483.10*,100 Yr 24 Hr,282.4,883.02
KC WFK M - Junct,1483.10*,200 Yr 24 Hr,356.5,883.37
KC WFK M - Junct,1483.10*,500 Yr 24 Hr,464.4,883.84
KC WFK M - Junct,1399.08,2 Yr 24 Hr,40.1,879.71
KC WFK M - Junct,1399.08,5 Yr 24 Hr,70.2,880.13
KC WFK M - Junct,1399.08,10 Yr 24 Hr,104.1,880.49
KC WFK M - Junct,1399.08,25 Yr 24 Hr,162.8,880.97
KC WFK M - Junct,1399.08,50 Yr 24 Hr,216.5,881.31
KC WFK M - Junct,1399.08,100 Yr 24 Hr,282.4,881.68
KC WFK M - Junct,1399.08,200 Yr 24 Hr,356.5,882.01
KC WFK M - Junct,1399.08,500 Yr 24 Hr,464.4,881.97
KC WFK M - Junct,1322.62*,2 Yr 24 Hr,40.1,878.94
KC WFK M - Junct,1322.62*,5 Yr 24 Hr,70.2,879.32
KC WFK M - Junct,1322.62*,10 Yr 24 Hr,104.1,879.63
KC WFK M - Junct,1322.62*,25 Yr 24 Hr,162.8,880.07
KC WFK M - Junct,1322.62*,50 Yr 24 Hr,216.5,880.39
KC WFK M - Junct,1322.62*,100 Yr 24 Hr,282.4,880.87
KC WFK M - Junct,1322.62*,200 Yr 24 Hr,356.5,881.17
KC WFK M - Junct,1322.62*,500 Yr 24 Hr,464.4,881.71
KC WFK M - Junct,1246.17*,2 Yr 24 Hr,40.1,878.13
KC WFK M - Junct,1246.17*,5 Yr 24 Hr,70.2,878.49
KC WFK M - Junct,1246.17*,10 Yr 24 Hr,104.1,878.98
KC WFK M - Junct,1246.17*,25 Yr 24 Hr,162.8,879.36
KC WFK M - Junct,1246.17*,50 Yr 24 Hr,216.5,879.65
KC WFK M - Junct,1246.17*,100 Yr 24 Hr,282.4,878.66
KC WFK M - Junct,1246.17*,200 Yr 24 Hr,356.5,878.84
KC WFK M - Junct,1246.17*,500 Yr 24 Hr,464.4,879.07
KC WFK M - Junct,1169.71*,2 Yr 24 Hr,40.1,877.49
KC WFK M - Junct,1169.71*,5 Yr 24 Hr,70.2,877.82
KC WFK M - Junct,1169.71*,10 Yr 24 Hr,104.1,877.12
KC WFK M - Junct,1169.71*,25 Yr 24 Hr,162.8,877.4
KC WFK M - Junct,1169.71*,50 Yr 24 Hr,216.5,877.57
KC WFK M - Junct,1169.71*,100 Yr 24 Hr,282.4,877.75
KC WFK M - Junct,1169.71*,200 Yr 24 Hr,356.5,877.93
KC WFK M - Junct,1169.71*,500 Yr 24 Hr,464.4,878.08
KC WFK M - Junct,1093.25,2 Yr 24 Hr,40.1,876.15
KC WFK M - Junct,1093.25,5 Yr 24 Hr,70.2,876.39
KC WFK M - Junct,1093.25,10 Yr 24 Hr,104.1,876.39
KC WFK M - Junct,1093.25,25 Yr 24 Hr,162.8,876.39
KC WFK M - Junct,1093.25,50 Yr 24 Hr,216.5,876.39
KC WFK M - Junct,1093.25,100 Yr 24 Hr,282.4,876.39
KC WFK M - Junct,1093.25,200 Yr 24 Hr,356.5,876.4
KC WFK M - Junct,1093.25,500 Yr 24 Hr,464.4,876.4
KC WFK M - Junct,996.05* ,2 Yr 24 Hr,40.1,873.44
KC WFK M - Junct,996.05* ,5 Yr 24 Hr,70.2,873.7
KC WFK M - Junct,996.05* ,10 Yr 24 Hr,104.1,872.74
KC WFK M - Junct,996.05* ,25 Yr 24 Hr,162.8,872.95
KC WFK M - Junct,996.05* ,50 Yr 24 Hr,216.5,873.13
KC WFK M - Junct,996.05* ,100 Yr 24 Hr,282.4,874.28
KC WFK M - Junct,996.05* ,200 Yr 24 Hr,356.5,874.42
KC WFK M - Junct,996.05* ,500 Yr 24 Hr,464.4,874.52
KC WFK M - Junct,898.85,2 Yr 24 Hr,40.1,869.79
KC WFK M - Junct,898.85,5 Yr 24 Hr,70.2,870
KC WFK M - Junct,898.85,10 Yr 24 Hr,104.1,870.2
KC WFK M - Junct,898.85,25 Yr 24 Hr,162.8,870.47
KC WFK M - Junct,898.85,50 Yr 24 Hr,216.5,870.67
KC WFK M - Junct,898.85,100 Yr 24 Hr,282.4,870.88
KC WFK M - Junct,898.85,200 Yr 24 Hr,356.5,871.06
KC WFK M - Junct,898.85,500 Yr 24 Hr,464.4,871.61
KC WFK J - Junct,3277.91,2 Yr 24 Hr,47,934.54
KC WFK J - Junct,3277.91,5 Yr 24 Hr,82.6,934.76
KC WFK J - Junct,3277.91,10 Yr 24 Hr,122.6,934.95
KC WFK J - Junct,3277.91,25 Yr 24 Hr,192,935.19
KC WFK J - Junct,3277.91,50 Yr 24 Hr,255.9,935.38
KC WFK J - Junct,3277.91,100 Yr 24 Hr,333.7,935.57
KC WFK J - Junct,3277.91,200 Yr 24 Hr,421.1,935.76
KC WFK J - Junct,3277.91,500 Yr 24 Hr,549.3,936
KC WFK J - Junct,3180.14*,2 Yr 24 Hr,47,931.88
KC WFK J - Junct,3180.14*,5 Yr 24 Hr,82.6,932.11
KC WFK J - Junct,3180.14*,10 Yr 24 Hr,122.6,932.32
KC WFK J - Junct,3180.14*,25 Yr 24 Hr,192,932.6
KC WFK J - Junct,3180.14*,50 Yr 24 Hr,255.9,932.82
KC WFK J - Junct,3180.14*,100 Yr 24 Hr,333.7,933.04
KC WFK J - Junct,3180.14*,200 Yr 24 Hr,421.1,933.26
KC WFK J - Junct,3180.14*,500 Yr 24 Hr,549.3,933.54
KC WFK J - Junct,3082.36*,2 Yr 24 Hr,47,929.08
KC WFK J - Junct,3082.36*,5 Yr 24 Hr,82.6,929.32
KC WFK J - Junct,3082.36*,10 Yr 24 Hr,122.6,929.52
KC WFK J - Junct,3082.36*,25 Yr 24 Hr,192,929.81
KC WFK J - Junct,3082.36*,50 Yr 24 Hr,255.9,930.03
KC WFK J - Junct,3082.36*,100 Yr 24 Hr,333.7,930.26
KC WFK J - Junct,3082.36*,200 Yr 24 Hr,421.1,930.49
KC WFK J - Junct,3082.36*,500 Yr 24 Hr,549.3,930.79
KC WFK J - Junct,2984.59,2 Yr 24 Hr,47,926.47
KC WFK J - Junct,2984.59,5 Yr 24 Hr,82.6,926.75
KC WFK J - Junct,2984.59,10 Yr 24 Hr,122.6,927
KC WFK J - Junct,2984.59,25 Yr 24 Hr,192,927.34
KC WFK J - Junct,2984.59,50 Yr 24 Hr,255.9,927.6
KC WFK J - Junct,2984.59,100 Yr 24 Hr,333.7,927.88
KC WFK J - Junct,2984.59,200 Yr 24 Hr,421.1,928.16
KC WFK J - Junct,2984.59,500 Yr 24 Hr,549.3,928.51
KC WFK J - Junct,2895.75*,2 Yr 24 Hr,47,924.56
KC WFK J - Junct,2895.75*,5 Yr 24 Hr,82.6,924.87
KC WFK J - Junct,2895.75*,10 Yr 24 Hr,122.6,925.15
KC WFK J - Junct,2895.75*,25 Yr 24 Hr,192,925.53
KC WFK J - Junct,2895.75*,50 Yr 24 Hr,255.9,925.82
KC WFK J - Junct,2895.75*,100 Yr 24 Hr,333.7,926.13
KC WFK J - Junct,2895.75*,200 Yr 24 Hr,421.1,926.44
KC WFK J - Junct,2895.75*,500 Yr 24 Hr,549.3,926.83
KC WFK J - Junct,2806.90*,2 Yr 24 Hr,47,922.7
KC WFK J - Junct,2806.90*,5 Yr 24 Hr,82.6,923.06
KC WFK J - Junct,2806.90*,10 Yr 24 Hr,122.6,923.38
KC WFK J - Junct,2806.90*,25 Yr 24 Hr,192,923.81
KC WFK J - Junct,2806.90*,50 Yr 24 Hr,255.9,924.14
KC WFK J - Junct,2806.90*,100 Yr 24 Hr,333.7,924.48
KC WFK J - Junct,2806.90*,200 Yr 24 Hr,421.1,924.81
KC WFK J - Junct,2806.90*,500 Yr 24 Hr,549.3,925.25
KC WFK J - Junct,2718.06,2 Yr 24 Hr,47,920.89
KC WFK J - Junct,2718.06,5 Yr 24 Hr,82.6,921.29
KC WFK J - Junct,2718.06,10 Yr 24 Hr,122.6,921.63
KC WFK J - Junct,2718.06,25 Yr 24 Hr,192,922.08
KC WFK J - Junct,2718.06,50 Yr 24 Hr,255.9,922.41
KC WFK J - Junct,2718.06,100 Yr 24 Hr,333.7,922.75
KC WFK J - Junct,2718.06,200 Yr 24 Hr,421.1,923.07
KC WFK J - Junct,2718.06,500 Yr 24 Hr,549.3,923.48
KC WFK J - Junct,2635.72*,2 Yr 24 Hr,47,919.32
KC WFK J - Junct,2635.72*,5 Yr 24 Hr,82.6,919.69
KC WFK J - Junct,2635.72*,10 Yr 24 Hr,122.6,920.01
KC WFK J - Junct,2635.72*,25 Yr 24 Hr,192,920.45
KC WFK J - Junct,2635.72*,50 Yr 24 Hr,255.9,920.78
KC WFK J - Junct,2635.72*,100 Yr 24 Hr,333.7,921.12
KC WFK J - Junct,2635.72*,200 Yr 24 Hr,421.1,921.43
KC WFK J - Junct,2635.72*,500 Yr 24 Hr,549.3,921.82
KC WFK J - Junct,2553.38*,2 Yr 24 Hr,47,917.65
KC WFK J - Junct,2553.38*,5 Yr 24 Hr,82.6,918.02
KC WFK J - Junct,2553.38*,10 Yr 24 Hr,122.6,918.34
KC WFK J - Junct,2553.38*,25 Yr 24 Hr,192,918.78
KC WFK J - Junct,2553.38*,50 Yr 24 Hr,255.9,919.11
KC WFK J - Junct,2553.38*,100 Yr 24 Hr,333.7,919.44
KC WFK J - Junct,2553.38*,200 Yr 24 Hr,421.1,919.78
KC WFK J - Junct,2553.38*,500 Yr 24 Hr,549.3,920.18
KC WFK J - Junct,2471.03*,2 Yr 24 Hr,47,916.08
KC WFK J - Junct,2471.03*,5 Yr 24 Hr,82.6,916.43
KC WFK J - Junct,2471.03*,10 Yr 24 Hr,122.6,916.75
KC WFK J - Junct,2471.03*,25 Yr 24 Hr,192,917.17
KC WFK J - Junct,2471.03*,50 Yr 24 Hr,255.9,917.49
KC WFK J - Junct,2471.03*,100 Yr 24 Hr,333.7,917.83
KC WFK J - Junct,2471.03*,200 Yr 24 Hr,421.1,918.17
KC WFK J - Junct,2471.03*,500 Yr 24 Hr,549.3,918.6
KC WFK J - Junct,2388.69,2 Yr 24 Hr,47,914.25
KC WFK J - Junct,2388.69,5 Yr 24 Hr,82.6,914.61
KC WFK J - Junct,2388.69,10 Yr 24 Hr,122.6,914.9
KC WFK J - Junct,2388.69,25 Yr 24 Hr,192,915.32
KC WFK J - Junct,2388.69,50 Yr 24 Hr,255.9,915.64
KC WFK J - Junct,2388.69,100 Yr 24 Hr,333.7,915.96
KC WFK J - Junct,2388.69,200 Yr 24 Hr,421.1,916.27
KC WFK J - Junct,2388.69,500 Yr 24 Hr,549.3,916.68
KC WFK J - Junct,2316.28*,2 Yr 24 Hr,47,912.73
KC WFK J - Junct,2316.28*,5 Yr 24 Hr,82.6,913.05
KC WFK J - Junct,2316.28*,10 Yr 24 Hr,122.6,913.33
KC WFK J - Junct,2316.28*,25 Yr 24 Hr,192,913.7
KC WFK J - Junct,2316.28*,50 Yr 24 Hr,255.9,913.98
KC WFK J - Junct,2316.28*,100 Yr 24 Hr,333.7,914.27
KC WFK J - Junct,2316.28*,200 Yr 24 Hr,421.1,914.56
KC WFK J - Junct,2316.28*,500 Yr 24 Hr,549.3,914.92
KC WFK J - Junct,2243.87*,2 Yr 24 Hr,47,910.64
KC WFK J - Junct,2243.87*,5 Yr 24 Hr,82.6,911.02
KC WFK J - Junct,2243.87*,10 Yr 24 Hr,122.6,911.31
KC WFK J - Junct,2243.87*,25 Yr 24 Hr,192,911.7
KC WFK J - Junct,2243.87*,50 Yr 24 Hr,255.9,911.99
KC WFK J - Junct,2243.87*,100 Yr 24 Hr,333.7,912.29
KC WFK J - Junct,2243.87*,200 Yr 24 Hr,421.1,912.59
KC WFK J - Junct,2243.87*,500 Yr 24 Hr,549.3,912.97
KC WFK J - Junct,2171.46,2 Yr 24 Hr,47,909.45
KC WFK J - Junct,2171.46,5 Yr 24 Hr,82.6,909.87
KC WFK J - Junct,2171.46,10 Yr 24 Hr,122.6,910.18
KC WFK J - Junct,2171.46,25 Yr 24 Hr,192,910.6
KC WFK J - Junct,2171.46,50 Yr 24 Hr,255.9,910.92
KC WFK J - Junct,2171.46,100 Yr 24 Hr,333.7,911.24
KC WFK J - Junct,2171.46,200 Yr 24 Hr,421.1,911.56
KC WFK J - Junct,2171.46,500 Yr 24 Hr,549.3,911.96
KC WFK J - Junct,2072.09*,2 Yr 24 Hr,47,908.62
KC WFK J - Junct,2072.09*,5 Yr 24 Hr,82.6,908.98
KC WFK J - Junct,2072.09*,10 Yr 24 Hr,122.6,909.28
KC WFK J - Junct,2072.09*,25 Yr 24 Hr,192,909.68
KC WFK J - Junct,2072.09*,50 Yr 24 Hr,255.9,909.98
KC WFK J - Junct,2072.09*,100 Yr 24 Hr,333.7,910.28
KC WFK J - Junct,2072.09*,200 Yr 24 Hr,421.1,910.58
KC WFK J - Junct,2072.09*,500 Yr 24 Hr,549.3,910.96
KC WFK J - Junct,1972.72*,2 Yr 24 Hr,47,907.9
KC WFK J - Junct,1972.72*,5 Yr 24 Hr,82.6,908.21
KC WFK J - Junct,1972.72*,10 Yr 24 Hr,122.6,908.47
KC WFK J - Junct,1972.72*,25 Yr 24 Hr,192,908.82
KC WFK J - Junct,1972.72*,50 Yr 24 Hr,255.9,909.09
KC WFK J - Junct,1972.72*,100 Yr 24 Hr,333.7,909.36
KC WFK J - Junct,1972.72*,200 Yr 24 Hr,421.1,909.63
KC WFK J - Junct,1972.72*,500 Yr 24 Hr,549.3,909.98
KC WFK J - Junct,1873.35,2 Yr 24 Hr,47,906.78
KC WFK J - Junct,1873.35,5 Yr 24 Hr,82.6,907.04
KC WFK J - Junct,1873.35,10 Yr 24 Hr,122.6,907.24
KC WFK J - Junct,1873.35,25 Yr 24 Hr,192,907.54
KC WFK J - Junct,1873.35,50 Yr 24 Hr,255.9,907.76
KC WFK J - Junct,1873.35,100 Yr 24 Hr,333.7,908
KC WFK J - Junct,1873.35,200 Yr 24 Hr,421.1,908.25
KC WFK J - Junct,1873.35,500 Yr 24 Hr,549.3,908.53
KC WFK J - Junct,1791.04*,2 Yr 24 Hr,47,904.99
KC WFK J - Junct,1791.04*,5 Yr 24 Hr,82.6,905.27
KC WFK J - Junct,1791.04*,10 Yr 24 Hr,122.6,905.5
KC WFK J - Junct,1791.04*,25 Yr 24 Hr,192,905.82
KC WFK J - Junct,1791.04*,50 Yr 24 Hr,255.9,906.07
KC WFK J - Junct,1791.04*,100 Yr 24 Hr,333.7,906.34
KC WFK J - Junct,1791.04*,200 Yr 24 Hr,421.1,906.59
KC WFK J - Junct,1791.04*,500 Yr 24 Hr,549.3,907.1
KC WFK J - Junct,1708.73*,2 Yr 24 Hr,47,903.18
KC WFK J - Junct,1708.73*,5 Yr 24 Hr,82.6,903.47
KC WFK J - Junct,1708.73*,10 Yr 24 Hr,122.6,903.72
KC WFK J - Junct,1708.73*,25 Yr 24 Hr,192,904.08
KC WFK J - Junct,1708.73*,50 Yr 24 Hr,255.9,904.36
KC WFK J - Junct,1708.73*,100 Yr 24 Hr,333.7,904.65
KC WFK J - Junct,1708.73*,200 Yr 24 Hr,421.1,904.95
KC WFK J - Junct,1708.73*,500 Yr 24 Hr,549.3,904.78
KC WFK J - Junct,1626.42,2 Yr 24 Hr,47,901.49
KC WFK J - Junct,1626.42,5 Yr 24 Hr,82.6,901.84
KC WFK J - Junct,1626.42,10 Yr 24 Hr,122.6,902.14
KC WFK J - Junct,1626.42,25 Yr 24 Hr,192,902.55
KC WFK J - Junct,1626.42,50 Yr 24 Hr,255.9,902.86
KC WFK J - Junct,1626.42,100 Yr 24 Hr,333.7,903.17
KC WFK J - Junct,1626.42,200 Yr 24 Hr,421.1,903.44
KC WFK J - Junct,1626.42,500 Yr 24 Hr,549.3,903.58
KC WFK J - Junct,1538.94*,2 Yr 24 Hr,47,900.08
KC WFK J - Junct,1538.94*,5 Yr 24 Hr,82.6,900.42
KC WFK J - Junct,1538.94*,10 Yr 24 Hr,122.6,900.72
KC WFK J - Junct,1538.94*,25 Yr 24 Hr,192,901.14
KC WFK J - Junct,1538.94*,50 Yr 24 Hr,255.9,901.46
KC WFK J - Junct,1538.94*,100 Yr 24 Hr,333.7,901.79
KC WFK J - Junct,1538.94*,200 Yr 24 Hr,421.1,902.11
KC WFK J - Junct,1538.94*,500 Yr 24 Hr,549.3,902.47
KC WFK J - Junct,1451.47*,2 Yr 24 Hr,47,898.45
KC WFK J - Junct,1451.47*,5 Yr 24 Hr,82.6,898.85
KC WFK J - Junct,1451.47*,10 Yr 24 Hr,122.6,899.2
KC WFK J - Junct,1451.47*,25 Yr 24 Hr,192,899.66
KC WFK J - Junct,1451.47*,50 Yr 24 Hr,255.9,900.01
KC WFK J - Junct,1451.47*,100 Yr 24 Hr,333.7,900.37
KC WFK J - Junct,1451.47*,200 Yr 24 Hr,421.1,900.72
KC WFK J - Junct,1451.47*,500 Yr 24 Hr,549.3,901.15
KC WFK J - Junct,1363.99*,2 Yr 24 Hr,47,897.31
KC WFK J - Junct,1363.99*,5 Yr 24 Hr,82.6,897.73
KC WFK J - Junct,1363.99*,10 Yr 24 Hr,122.6,898.08
KC WFK J - Junct,1363.99*,25 Yr 24 Hr,192,898.54
KC WFK J - Junct,1363.99*,50 Yr 24 Hr,255.9,898.89
KC WFK J - Junct,1363.99*,100 Yr 24 Hr,333.7,899.24
KC WFK J - Junct,1363.99*,200 Yr 24 Hr,421.1,899.58
KC WFK J - Junct,1363.99*,500 Yr 24 Hr,549.3,900.01
KC WFK J - Junct,1276.51,2 Yr 24 Hr,47,895.07
KC WFK J - Junct,1276.51,5 Yr 24 Hr,82.6,895.38
KC WFK J - Junct,1276.51,10 Yr 24 Hr,122.6,895.66
KC WFK J - Junct,1276.51,25 Yr 24 Hr,192,896.06
KC WFK J - Junct,1276.51,50 Yr 24 Hr,255.9,896.34
KC WFK J - Junct,1276.51,100 Yr 24 Hr,333.7,896.64
KC WFK J - Junct,1276.51,200 Yr 24 Hr,421.1,896.94
KC WFK J - Junct,1276.51,500 Yr 24 Hr,549.3,897.28
KC WFK E - Junct,1689.83,2 Yr 24 Hr,662.4,946.08
KC WFK E - Junct,1689.83,5 Yr 24 Hr,1055.9,946.83
KC WFK E - Junct,1689.83,10 Yr 24 Hr,1516.5,947.52
KC WFK E - Junct,1689.83,25 Yr 24 Hr,2343.5,948.44
KC WFK E - Junct,1689.83,50 Yr 24 Hr,3118.7,949.07
KC WFK E - Junct,1689.83,100 Yr 24 Hr,4062,949.72
KC WFK E - Junct,1689.83,200 Yr 24 Hr,5113.2,950.25
KC WFK E - Junct,1689.83,500 Yr 24 Hr,6693.2,951.31
KC WFK E - Junct,1496.77*,2 Yr 24 Hr,662.4,945.38
KC WFK E - Junct,1496.77*,5 Yr 24 Hr,1055.9,946.15
KC WFK E - Junct,1496.77*,10 Yr 24 Hr,1516.5,946.86
KC WFK E - Junct,1496.77*,25 Yr 24 Hr,2343.5,947.8
KC WFK E - Junct,1496.77*,50 Yr 24 Hr,3118.7,948.35
KC WFK E - Junct,1496.77*,100 Yr 24 Hr,4062,948.91
KC WFK E - Junct,1496.77*,200 Yr 24 Hr,5113.2,949.49
KC WFK E - Junct,1496.77*,500 Yr 24 Hr,6693.2,950.2
KC WFK E - Junct,1303.7,2 Yr 24 Hr,662.4,944.75
KC WFK E - Junct,1303.7,5 Yr 24 Hr,1055.9,945.5
KC WFK E - Junct,1303.7,10 Yr 24 Hr,1516.5,946.2
KC WFK E - Junct,1303.7,25 Yr 24 Hr,2343.5,947.13
KC WFK E - Junct,1303.7,50 Yr 24 Hr,3118.7,947.62
KC WFK E - Junct,1303.7,100 Yr 24 Hr,4062,948.12
KC WFK E - Junct,1303.7,200 Yr 24 Hr,5113.2,948.64
KC WFK E - Junct,1303.7,500 Yr 24 Hr,6693.2,949.32
KC WFK E - Junct,1131.70*,2 Yr 24 Hr,662.4,944.25
KC WFK E - Junct,1131.70*,5 Yr 24 Hr,1055.9,945
KC WFK E - Junct,1131.70*,10 Yr 24 Hr,1516.5,945.69
KC WFK E - Junct,1131.70*,25 Yr 24 Hr,2343.5,946.54
KC WFK E - Junct,1131.70*,50 Yr 24 Hr,3118.7,947
KC WFK E - Junct,1131.70*,100 Yr 24 Hr,4062,947.4
KC WFK E - Junct,1131.70*,200 Yr 24 Hr,5113.2,947.86
KC WFK E - Junct,1131.70*,500 Yr 24 Hr,6693.2,948.44
KC WFK E - Junct,959.7,2 Yr 24 Hr,662.4,943.8
KC WFK E - Junct,959.7,5 Yr 24 Hr,1055.9,944.55
KC WFK E - Junct,959.7,10 Yr 24 Hr,1516.5,945.24
KC WFK E - Junct,959.7,25 Yr 24 Hr,2343.5,945.99
KC WFK E - Junct,959.7,50 Yr 24 Hr,3118.7,946.18
KC WFK E - Junct,959.7,100 Yr 24 Hr,4062,946.63
KC WFK E - Junct,959.7,200 Yr 24 Hr,5113.2,947.07
KC WFK E - Junct,959.7,500 Yr 24 Hr,6693.2,947.64
KC WFK E - Junct,839.19* ,2 Yr 24 Hr,662.4,943.45
KC WFK E - Junct,839.19* ,5 Yr 24 Hr,1055.9,944.2
KC WFK E - Junct,839.19* ,10 Yr 24 Hr,1516.5,944.85
KC WFK E - Junct,839.19* ,25 Yr 24 Hr,2343.5,945.71
KC WFK E - Junct,839.19* ,50 Yr 24 Hr,3118.7,945.69
KC WFK E - Junct,839.19* ,100 Yr 24 Hr,4062,946.11
KC WFK E - Junct,839.19* ,200 Yr 24 Hr,5113.2,946.52
KC WFK E - Junct,839.19* ,500 Yr 24 Hr,6693.2,947.06
KC WFK E - Junct,718.68,2 Yr 24 Hr,662.4,943.02
KC WFK E - Junct,718.68,5 Yr 24 Hr,1055.9,943.71
KC WFK E - Junct,718.68,10 Yr 24 Hr,1516.5,944.27
KC WFK E - Junct,718.68,25 Yr 24 Hr,2343.5,944.86
KC WFK E - Junct,718.68,50 Yr 24 Hr,3118.7,945.3
KC WFK E - Junct,718.68,100 Yr 24 Hr,4062,945.69
KC WFK E - Junct,718.68,200 Yr 24 Hr,5113.2,946.09
KC WFK E - Junct,718.68,500 Yr 24 Hr,6693.2,946.59
KC WFK E - Junct,561.48* ,2 Yr 24 Hr,662.4,942.46
KC WFK E - Junct,561.48* ,5 Yr 24 Hr,1055.9,943.11
KC WFK E - Junct,561.48* ,10 Yr 24 Hr,1516.5,943.68
KC WFK E - Junct,561.48* ,25 Yr 24 Hr,2343.5,944.35
